Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
2008-9154-THA,2008,9154,Natural,Climatological,Drought,Drought,,,Affected,Thailand,THA,South-Eastern Asia,Asia,"Ang Thong, Chainat, Chaiyaphum, Chiang Rai, Kalasin, Kampaeng Phet, Khon Kaen, Lampang, Loei, Lopburi, Maha Sarakham, Mukdahan, Nakhon Phanom, Nakhon Ratchasima, Nakhon Sawan, Nan, Nong Bua Lamphu, Nong Khai, Phayao, Phichit, Phitsanulok, Phra Nakhon Si Ayudhya, Phrae, Sakon Nakhon, Saraburi, Singburi, Sukhothai, Suphanburi, Udon Thani, Uthai Thani, Uttaradit provinces",,,,,,,,,Km2,,,,,2008,4,,2008,,,,,10000000,,10000000,,,,84.21522909
2008-0262-VNM,2008,0262,Natural,Hydrological,Flood,Flash flood,,,Affected,Viet Nam,VNM,South-Eastern Asia,Asia,"Dac Ngo village (Tuy Duc area, Dak R'Lap district, Dak Nong province)",Heavy rains,,,,,,,5300,Km2,12.14,107.83,,,2008,5,11,2008,5,12,4,,500,,500,,,,84.21522909
2008-0607-VNM,2008,0607,Natural,Hydrological,Flood,Riverine flood,,,Affected,Viet Nam,VNM,South-Eastern Asia,Asia,"Phu Yen, Binh Dinh, Quang Binh, Quang Nam provinces",Heavy rain,,,,,,,29580,Km2,18.89,107.06,,,2008,12,25,2009,1,5,9,,20000,,20000,,,,84.21522909
2009-0247-VNM,2009,0247,Natural,Hydrological,Flood,Riverine flood,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Bac Kan, Cao Bang, Ha Giang, Lai Chau provinces",Heavy rains,,,,,,,69860,Km2,20.67,104.3,,,2009,7,3,2009,7,6,20,,700000,,700000,,,,83.91580741
2009-0373-PHL,2009,0373,Natural,Meteorological,Storm,Tropical cyclone,,Tropical depression Maring,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Botolan, Iba, San Antonio, San Felipe, San Marcelino areas (Zambales district, Region III (Central Luzon) province), Abucay, Bagac, Dinalupihan, Hermosa, Morong, Pilar, Samal areas (Bataan district, Region III (Central Luzon) province), Apalit, Arayat, Bacolor, Floridabanca, Guagua, Lubao, Masantol, Mexico, Minalin, San Luis, Sasmuan, Stanta Ana, Santo Thomas areas (Pampanga district, Region III (Central Luzon) province), Balagtas, Calumpit, Guiguinto, Marilao, Meycauayan, San Miguel areas (Bulacan district, Region III (Central Luzon) province), Calamba city (Laguna district, Region IV-A (Calabarzon) province)",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2009,9,8,2009,9,9,15,,388373,,388373,,,6303,83.91580741
2009-0374-PHL,2009,0374,Natural,Meteorological,Storm,Tropical cyclone,,Tropical Depression Nando,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Santa Teresita area (Cagayan district, Region II (Cagayan Valley) province), Silang area (Cavite district, Region IV-A (Calabarzon) province), Santa Cruz, Bay, Los Banos, Santa Rosa, Calamba, Banan, San Pedro areas (Laguna district, Region IV-A (Calabarzon) province), Pasil area (Kalinga district, Cordillera Administrative region (CAR) province)",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2009,9,12,2009,9,13,3,3,48330,,48333,,,,83.91580741
2009-0422-PHL,2009,0422,Natural,Meteorological,Storm,Tropical cyclone,,"Typhoon ""Pepeng"" (Parma)",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Isabela, Nueva Vizcaya, Cagayan districts (Region II (Cagayan Valley) province), Quezon district (Region IV-A (Calabarzon) province), Albay, Camarines Sur, Catanduanes, Sorsogon districts (Region V (Bicol region) province), Negros Occidental district (Region VI (Western Visayas) province), Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region III (Central Luzon) provinces",,Flood,"Slide (land, mud, snow, rock)",,,,146,145,Kph,17.57,121.42,,,2009,9,29,2009,10,10,512,207,4478284,,4478491,,,585379,83.91580741
2009-0421-IDN,2009,0421,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Agam, Kepulauan Mentawai, Kota Bukitinggi, Kota Padang, Kota Padangpanjang, Kota Pariaman, Kota Pasaman, Kota Pasaman Barat, Kota Payakumbuh, Kota Sawahlunto, Kota Solok, Limapuluhkoto, Padangpariaman, Solok, Solok Selatan, Pesisir Selatan, Sawahlunto/sijunjung, Tanahdatar districts (Sumatera Barat province), Keranci, Merangin districts (Jambi province)",,"Slide (land, mud, snow, rock)",Tsunami/Tidal wave,Yes,Yes,,71276,7,Richter,-8.207,118.631,17:15,,2009,9,30,2009,9,30,1195,1798,2500000,,2501798,,100000,2200000,83.91580741
2009-0321-PHL,2009,0321,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Morakot (Kiko),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Benguet district (Cordillera Administrative region (CAR) province), Tarlac, Zambales districts (Region III (Central Luzon) province), Pangasinan district (Region I (Ilocos region) province)",,"Slide (land, mud, snow, rock)",Flood,,,,,,Kph,,,,,2009,8,4,2009,8,8,26,18,94211,,94229,,,25000,83.91580741
2009-0354-IDN,2009,0354,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Cianjur, Bandung, Kota Bandung, Garut, Tasikmalaya, Kota Tasilmalaya, Sukabumi, Kota Bogor, Bogor, Ciamis, Sumedang, Kuningan, Kota Banjar, Purwakarta, Kota Cimahi, Kota Sukabumi districts (Jawa Barat province), Cilacap district (Jawa Tengah province), Dki Jakarta province",,"Slide (land, mud, snow, rock)",,Yes,,,,7,Richter,-7.782,107.297,02:55,,2009,9,2,2009,9,2,128,1442,338350,,339792,,,160000,83.91580741
2009-0289-PHL,2009,0289,Natural,Hydrological,Flood,Flash flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"ARMM province (Maguindanao, Shariff Kabunsuan, Lanao del Sur (Malabang, Kapatagan, Balabagan, Pualas, Calanugas areas) districts)), Region XII province (North Cotabato district (Kabacan, Midsayap, Libungan, Pigcawayan, Alamada, Aleosan, Pikit areas), Saranggani district (Kiamba , Maasim, Malapatan, Maitum, Alabel, Glan), South Cotabato district (Banga, Tupi, Norala, Polomolok, General Santos City (Barangay West, Baranguay Bawing villages) areas), Sultan Kudarat district (Lambayong, Isulan, Esperanza, Bagumbayan, Sen Ninoy Aquino, Kalamasig areas)), Region XI province (Davao del Sur district (Jose Abad Santos, Sarangani areas))",Torrential rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2009,7,4,2009,8,10,22,,505102,,505102,,,22960,83.91580741
2009-0360-PHL,2009,0360,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm Labuyo (Dujuan),Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Botolan area (Zambales district, Region III (Central Luzon) province), Pilar, Morong, Hermosa, Dinalupihan areas (Bataan district, Region III (Central Luzon) province), Sibalom area (Antique district, Region VI (Western Visayas) province), San Erique, Pontevedra, La Carlota City, Valladolid, Hinigaran areas (Negros Occidental district, Region VI (Western Visayas) province), Bayawan city (Negros Oriental district, Region VII (Central Visayas) province)",,"Slide (land, mud, snow, rock)",,,,,,,Kph,,,,,2009,9,2,2009,9,8,1,,95700,,95700,,,,83.91580741
2009-0478-PHL,2009,0478,Natural,Meteorological,Storm,Tropical cyclone,,"Tropical storm ""Mirinae"" (Santi)",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Aurora, Bataan, Bulacan districts (Region III (Central Luzon) province), Mindoro Occidental, Mindoro Oriental districts (Region IV (Southern Tagalog) province), Albay, Camarines Norte, Camarines Sur districts (Region V (Bicol region) province), National Capital region (NCR), Region IV-A (Calabarzon) province",,"Slide (land, mud, snow, rock)",,,,,,140,Kph,,,,,2009,10,28,2009,10,28,39,20,802155,,802175,,,15194,83.91580741
2009-0521-PHL,2009,0521,Natural,Meteorological,Storm,Tropical cyclone,,"Tropical depression ""Urduja""",Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Agusan del Norte district (Region XIII (Caraga) province), Region VII (Central Visayas), Region X (Northern Mindanao) provinces",,"Slide (land, mud, snow, rock)",,,,,,,Kph,,,,,2009,11,25,2009,11,25,4,13,48129,,48142,,,12,83.91580741
2009-0574-PHL,2009,0574,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Mayon,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Camalig, Daraga, Legaspi city, Tabaco, Malilipot, Santo Domingo, Ligao, Guinobatan areas (Albay district, Region V (Bicol region) province)",,Earthquake,,Yes,,,100,,,13.257,123.685,,,2009,12,14,2009,12,20,,,47137,,47137,,,,83.91580741
2009-0414-LAO,2009,0414,Natural,Meteorological,Storm,Tropical cyclone,,"Tropical storm ""Ondoy"" (Ketsana)",Kill,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,"Attapu, Xekong, Savannakhet, Salavan provinces",,Flood,,Yes,,,9966,,Kph,,,,,2009,9,29,2009,10,1,16,91,128796,,128887,,,100000,83.91580741
2009-0414-PHL,2009,0414,Natural,Meteorological,Storm,Tropical cyclone,,"Tropical storm ""Ondoy"" (Ketsana)",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Bolinao, Sual, Dagupan areas (Pangasinan district, Region I (Ilocos region) province), Rizal, Cabarroguis areas (Quirino district, Region II (Cagayan Valley) province), Mandaluyong, Manila, Marikina, Muntinlupa, Navotas, Paranaque, Pasig, Las Pinas, Caloocan, Makati, Valenzuela, Malabon, Pateros, Quezon, Taguig, San Juan, Pasay areas (Metropolitan Manila district, National Capital region (NCR) province), Balanga, Orani, Mariveles, Hermosa areas (Bataan district, Region III (Central Luzon) province), Angat, Balagtas, Baliwag, Bocaue, Bulacan, Bustos, Calumpit, Guiguinto, Hagonoy, Malolos, Marilao, Meycauayan, Plaridel, San Miguel areas (Bulacan district, Region III (Central Luzon) province), Arayal, Bacolor, Lubao, Mabelacat, San Simon, San Luis, San Fernando city, Sto.Tomas, Floridablanca, Sta.Rita areas (Pampanga district, Region III (Central Luzon) province), Licab area (Nueva Ecija district, Region III (Central Luzon) province), Magsaysay, San Jose areas (Mindoro Occidental district, Region IV (Southern Tagalog) province), Naga City, Sangay, Pasacao areas (Camarines Sur district, Region V (Bicol region) province), San Pascuan area (Masbate district, Region V (Bicol region) province), Pioduran area (Albay district, Region V (Bicol region) province), Pilar area (Sorsogon district, Region V (Bicol region) province), Zamboanga city (Zamboanga Del Sur district, Region IX (Zamboanga Peninsula) province), Kalamasig area (Sultan Kudarat district, Region XII (Soccsksargen) province), Kabugao area (Apayao district, Cordillera Administrative region (CAR) province), Kabayan area (Benguet district, Cordillera Administrative region (CAR) province), Region IV-A (Calabarzon) province",,Flood,,Yes,,,95446,,Kph,,,,,2009,9,24,2009,9,27,501,529,4901234,,4901763,,,237489,83.91580741
2009-0606-PHL,2009,0606,Natural,Meteorological,Storm,Tropical cyclone,,Goni (Jolina),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Panay area (Capiz district, Region VI (Western Visayas) province), Negros Occidental, Negros Oriental districts (Region VII (Central Visayas) province), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",,Flood,,,,,,,Kph,,,,,2009,8,1,2009,8,3,14,10,221412,,221422,,,2888,83.91580741
2009-0479-IDN,2009,0479,Natural,Geophysical,Earthquake,Ground movement,,,Affected,Indonesia,IDN,South-Eastern Asia,Asia,"Raba village (Kota Bima district, Nusatenggara Barat province)",,,,,,,,8,Richter,-0.72,99.867,,,2009,11,8,2009,11,8,2,100,1410,,1510,,,2430,83.91580741
2009-0352-IDN,2009,0352,Natural,Hydrological,Flood,Flash flood,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Batang Gadis, Muara villages (Mandailingnatal district, Sumatera Utara province), Tapanuli Selatan district (Sumatera Utara province)",Heavy torrential rains,,,,,,,,Km2,,,,,2009,9,15,2009,9,18,38,,10000,,10000,,,,83.91580741
2009-0436-IDN,2009,0436,Natural,Hydrological,Flood,Flash flood,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Toli-toli district (Sulawesi Tengah province),Heavy rains,,,,,,,,Km2,,,,,2009,10,8,2009,10,8,,,2500,,2500,,,,83.91580741
2009-0540-IDN,2009,0540,Natural,Hydrological,Flood,Flash flood,,,Affected,Indonesia,IDN,South-Eastern Asia,Asia,"Siau Timur area (Kepulauan-sangihe district, Sulawesi Utara province)",,,,,,,,,Km2,,,,,2009,12,8,2009,12,8,6,4,700,,704,,,,83.91580741
2009-0480-IDN,2009,0480,Natural,Hydrological,Landslide,Landslide,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Kota Palopo district (Sulawesi Selatan province),Heavy rains,,,,,,,,,,,,,2009,11,8,2009,11,8,14,,,,,,,,83.91580741
2009-0414-KHM,2009,0414,Natural,Meteorological,Storm,Tropical cyclone,,"Tropical storm ""Ondoy"" (Ketsana)",Kill,Cambodia,KHM,South-Eastern Asia,Asia,"Kampong Thom, Kratie, Mondul Kiri, Preah Vihear, Ratanak Kiri, Stung Treng provinces",,,,,,,,,Kph,,,,,2009,9,29,2009,9,30,17,91,178000,,178091,,,,83.91580741
2009-0478-KHM,2009,0478,Natural,Meteorological,Storm,Tropical cyclone,,"Tropical storm ""Mirinae"" (Santi)",Kill,Cambodia,KHM,South-Eastern Asia,Asia,Kaoh Nheaek district (Mondul Kiri province),,,,,,,,,Kph,,,,,2009,11,2,2009,11,3,2,,,,,,,,83.91580741
2009-0612-LAO,2009,0612,Natural,Hydrological,Flood,Riverine flood,,,Kill,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,"Xebangfay, Nongbok, Mahaxay districts (Khammouan province)",Heavy rain,,,,,,,24950,Km2,17.83,104.79,,,2009,8,10,2009,8,11,10,,,,,,,,83.91580741
2009-0511-MYS,2009,0511,Natural,Hydrological,Flood,Riverine flood,,,Affected,Malaysia,MYS,South-Eastern Asia,Asia,"Kedah, Terengganu, Kelantan, Perak provinces",Heavy rain,,,,,,,14490,Km2,5.74,100.96,,"Sungai Kepala Batas, Sungai Pantai Johor rivers",2009,11,23,2009,11,26,,,1793,,1793,,,,83.91580741
2009-0610-MYS,2009,0610,Natural,Hydrological,Flood,Riverine flood,,,Affected,Malaysia,MYS,South-Eastern Asia,Asia,"Hulu Terengganu, Besut, Setiu, Dungun, Marang, Kemaman districts (Terengganu province)",Heavy rain,,,,,,,9062,Km2,4.99,102.36,,,2009,11,20,2009,11,27,,,9082,,9082,,,,83.91580741
2009-0404-PHL,2009,0404,Natural,Geophysical,Earthquake,Ground movement,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Norala, Sto. Nino areas (South Cotabato district, Region XII (Soccsksargen) province)",,,,,,,,6,Richter,6.513,124.715,,,2009,9,18,2009,9,19,,2,380,10,392,,,90,83.91580741
2009-0311-PHL,2009,0311,Natural,Hydrological,Flood,Riverine flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Santolan, Sta Lucia, Maybunga baranguays villages (Pasig City area, Metropolitan Manila district, NCR province), Malanday village (Marikina City area, Metropolitan Manila district, NCR province)",Monsoonal rains,,,,,,,,Km2,,,,Marikina river,2009,8,5,2009,8,5,,,1578,,1578,,,,83.91580741
2009-0513-THA,2009,0513,Natural,Hydrological,Flood,Riverine flood,,,Kill,Thailand,THA,South-Eastern Asia,Asia,"Songkhla, Narathiwat, Pattani, Yala, Chumphon, Surat Thani, Nakhon Si Thammarat, Phatthalung provinces",Monsoonal rain,,,,,,,35580,Km2,18.48,-91.05,,,2009,11,7,2009,11,8,15,,200000,,200000,,,,83.91580741
2010-0554-MMR,2010,0554,Natural,Meteorological,Storm,Tropical cyclone,,"Cyclone ""Giri""",Kill,Myanmar,MMR,South-Eastern Asia,Asia,"Kyaukpyu, Manaung areas (Kyaukpyu district, Rakhine province), Minbya, Myebon, Pauktaw areas (Sittwe district, Rakhine province), Salin area (Minbu district, Magway province), Seikphyu, Pakokku, Paukkhaung areas (Pakokku district, Magway province)",,Tsunami/Tidal wave,Flood,Yes,,,,193,Kph,,,,,2010,10,22,2010,10,22,45,49,260000,,260049,,,57000,85.2920606
2010-0562-IDN,2010,0562,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Merapi,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Klaten, Kota Klaten, Magelang, Kota Magelang, Boyolali districts (Jawa Tengah province), Sleman district (Daerah Istimewa Yogyakarta province)",,Fire,,Yes,,,,,,,,,,2010,10,24,2010,10,24,322,454,136686,,137140,,,,85.2920606
2010-0238-IDN,2010,0238,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Yapen district (Papua province),,"Slide (land, mud, snow, rock)",,,,,,7,Richter,-2.174,136.543,12:16,,2010,6,16,2010,6,16,17,,,4600,4600,,,,85.2920606
2010-0512-IDN,2010,0512,Natural,Hydrological,Flood,Flash flood,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Wasior I, Wasior II, Rado, Moru, Maniwak, Mangurrai, Wondamawi, Wondiboy villages (Telukwondama district, Papua Barat province)",Torrential rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,-1.22,132.81,,,2010,10,2,2010,10,6,291,3417,9011,,12428,,,78000,85.2920606
2010-0075-IDN,2010,0075,Natural,Hydrological,Flood,Riverine flood,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Ciwidey village (Bandung district, Jawa Barat province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2010,2,23,2010,3,1,44,,,100,100,,,,85.2920606
2010-0301-IDN,2010,0301,Natural,Hydrological,Flood,Riverine flood,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Buru district (Maluku Utara province), Tanahlaut, Tanahbumbu districts (Kalimantan Selatan province)",Heavy rain,"Slide (land, mud, snow, rock)",,,,,,106460,Km2,-2.14,114.97,,,2010,7,23,2010,7,25,21,7,15000,,15007,,,,85.2920606
2010-0231-MMR,2010,0231,Natural,Hydrological,Landslide,Landslide,,,Kill,Myanmar,MMR,South-Eastern Asia,Asia,"Maungdaw, Buthidaung districts (Rakhine province)",,"Slide (land, mud, snow, rock)",,,,,,,,,,,,2010,6,17,2010,6,17,68,,145000,,145000,,,,85.2920606
2010-0020-PHL,2010,0020,Natural,Hydrological,Flood,Flash flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Jabonga, Las Nieves, Santiago areas (Agusan del Norte district, Region XIII province), Mainit area (Surigao Del Norte district, Region XIII province), Prosperidad, San Francisco areas (Agusan del Sur district, Region XIII province), Cagdianao, Loreto areas (Dinagat district, Region XIII province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2010,1,14,2010,1,17,2,,40198,,40198,,,22,85.2920606
2010-0488-PHL,2010,0488,Natural,Hydrological,Flood,Flash flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Polomok, Koronadal City, Banga, Tupi areas (South Cotabato district, Region XII province), Lambayong, Tacurong City areas (Sultan Kudarat district, Region XII province), Marilog, Davao City areas (Davao Del Sur district, Region XI province), Kalilangan areas (Bukidnon Region X province), Cagayan de Oro City area (Misamis Oriental district, Region X province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2010,9,10,2010,9,17,6,9,46704,,46713,,,3156,85.2920606
2010-0659-PHL,2010,0659,Natural,Hydrological,Flood,Flash flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Palawan district (Region IV province), Albay, Sorsogon, Catanduanes districts (Region V province), Bohol, Cebu districts (Region VII (Central Visayas) province), Eastern Samar, Leyte, Samar, Northern Samar, Southern Leyte districts (Region VIII province), Camiguin, Lanao del Norte districts (Region X (Northern Mindanao) province), Compostela, Davao Oriental, Davao del Norte, Davao del Sur districts (Region XI (Davao region) province), South Cobato district (Region XII province), Agusan del Norte, Agusan del Sur, Surigao del Norte, Surigao del Sur districts (Region XIII (Caraga) province), Maguindanao district (ARMM province)",Continuous rains due to tail-end of a cold front,"Slide (land, mud, snow, rock)",,,,,,10773,Km2,8.132,125.57,,,2010,12,24,2011,1,25,110,13,1972433,,1972446,,,47411,85.2920606
2010-0585-PHL,2010,0585,Natural,Hydrological,Flood,Riverine flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Isabela, Cagayan, Quirino districts (Region II province), Kalinga district (CAR province), Aurora district (Region III province)",Torrential rain,"Slide (land, mud, snow, rock)",,,,,,15301,Km2,17.71,121.8,,,2010,11,1,2010,11,10,16,,450673,,450673,,,,85.2920606
2010-0563-IDN,2010,0563,Natural,Geophysical,Earthquake,Tsunami,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Kepulauan Mentawai district (Sumatera Barat province),,Tsunami/Tidal wave,,Yes,,,,8,Richter,-3.487,100.082,21:42,,2010,10,25,2010,10,25,530,412,11452,,11864,,,,85.2920606
2010-0308-PHL,2010,0308,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Conson (Basyang),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Manila City, Muntinlupa City, Pateros areas (Metropolitan Manila district, National Capital region (NCR) province), Dingalan area (Aurora district, Region III (Central Luzon) province), Abucay, Bagac, Balanga, Limay, Mariveles, Morong, Orani, Orion, Samal (Bataan district, Region III (Central Luzon) province), Malolos city (Bulacan district, Region III (Central Luzon) province), Masantol area (Pampanga district, Region III (Central Luzon) province), Basud, Capalonga, Daet, Jose Panganiban, Labo, Mercedes, Paracale, San Lorenzo Ruiz, Santa Elena, Talisay, Vinzons areas (Camarines Norte district, Region V (Bicol region) province), Bombon, Caramoan, Lagonoy, Pasacao, Siruma areas (Camarines Sur district, Region V (Bicol region) province), Bagamanoc, Caramoran, Gigmoto, Pandan areas (Catanduanes district, Region V (Bicol region) province), Region IV-A (Calabarzon) province",,Flood,,,,Yes,,120,Kph,17.1,121.47,,,2010,7,12,2010,7,15,146,91,585383,,585474,,,8675,85.2920606
2010-0383-PHL,2010,0383,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm Ester (Dianmu),Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Sitio Sabitan area (Santo Rosario borough, Malolos city, Bulacan district, Region III (Central Luzon) province), Navostas area (Metropolitan Manila district, National Capital region (NCR) province), Region IV (Southern Tagalog) province",,Transport accident,,,,,,95,Kph,,,,,2010,8,9,2010,8,9,31,,1045,,1045,,,,85.2920606
